PROTECCION_ACTUAL;PROTECCION_97;NOMBRE;C_HOMOGENEO;OBSERVACION;EXPEDIENTE;ENLACE;COD_NDP;UTMX_ETRS;UTMY_ETRS;N_CATALOGO
Ambiental;Ambiental;---;---;---;---;---;11043232;433776.28;4487197.0;34967
Ambiental;Ambiental;---;---;---;---;---;11043162;433808.82;4487320.52;34967
Ambiental;Ambiental;---;---;---;---;---;11043217;433827.99;4487204.38;34967
Ambiental;Ambiental;---;---;---;---;---;11043106;433897.77;4487294.15;34967
Ambiental;Ambiental;---;---;---;---;---;11043091;433840.52;4487335.48;34967
Ambiental;Ambiental;---;---;---;---;---;11043093;433853.07;4487320.59;34967
Ambiental;Ambiental;---;---;---;---;---;11043233;433896.43;4486983.96;34967
Ambiental;Ambiental;---;---;---;---;---;11043387;433860.14;4486997.28;34967
Ambiental;Ambiental;---;---;---;---;---;11043103;433895.76;4487268.22;34967
Ambiental;Ambiental;---;---;---;---;---;11043097;433864.17;4487299.77;34967
Ambiental;Ambiental;---;---;---;---;---;11043092;433842.97;4487331.15;34967
Ambiental;Ambiental;---;---;---;---;---;31009999;433835.93;4487054.6;34967
Ambiental;Ambiental;---;---;---;---;---;31009996;433774.24;4487201.94;34967
Ambiental;Ambiental;---;---;---;---;---;11043389;433856.27;4487006.44;34967
Ambiental;Ambiental;---;---;---;---;---;11043402;433918.54;4486958.94;34967
Ambiental;Ambiental;---;---;---;---;---;11043060;433804.61;4487337.51;34967
Ambiental;Ambiental;---;---;---;---;---;11043219;433832.95;4487192.37;34967
Ambiental;Ambiental;---;---;---;---;---;11043188;433801.27;4487182.03;34967
Ambiental;Ambiental;---;---;---;---;---;11043167;433848.86;4487194.28;34967
Ambiental;Ambiental;---;---;---;---;---;11043094;433855.87;4487315.3;34967
Ambiental;Ambiental;---;---;---;---;---;11043102;433889.97;4487265.66;34967
Ambiental;Ambiental;---;---;---;---;---;11043276;433903.96;4487054.5;34967
Ambiental;Ambiental;---;---;---;---;---;11043191;433791.14;4487205.58;34967
Ambiental;Ambiental;---;---;---;---;---;11043198;433769.22;4487249.01;34967
Ambiental;Ambiental;---;---;---;---;---;11043335;433973.46;4486999.97;34967
Ambiental;Ambiental;---;---;---;---;---;11043350;433942.56;4487012.58;34967
Ambiental;Ambiental;---;---;---;---;---;11043159;433832.8;4487311.96;34967
Ambiental;Ambiental;---;---;---;---;---;11043187;433803.28;4487176.02;34967
Ambiental;Ambiental;---;---;---;---;---;11043290;433876.96;4487140.32;34967
Ambiental;Ambiental;---;---;---;---;---;11043333;433993.6;4486994.71;34967
Ambiental;Ambiental;---;---;---;---;---;11043247;433919.43;4487124.93;34967
Ambiental;Ambiental;---;---;---;---;---;11043360;433938.52;4486957.98;34967
Ambiental;Ambiental;---;---;---;---;---;31009998;433878.24;4486962.6;34967
Ambiental;Ambiental;---;---;---;---;---;11043207;433800.33;4487264.55;34967
Ambiental;Ambiental;---;---;---;---;---;11043192;433788.32;4487210.79;34967
Ambiental;Ambiental;---;---;---;---;---;11043170;433842.79;4487211.2;34967
Ambiental;Ambiental;---;---;---;---;---;11043312;433828.5;4487077.47;34967
Ambiental;Ambiental;---;---;---;---;---;11043332;433997.04;4486999.36;34967
Ambiental;Ambiental;---;---;---;---;---;11043077;433706.37;4487365.98;34967
Ambiental;Ambiental;---;---;---;---;---;31009995;433738.38;4487365.91;34967
Ambiental;Ambiental;---;---;---;---;---;11043083;433750.96;4487346.66;34967
Ambiental;Ambiental;---;---;---;---;---;11043279;433879.46;4487061.15;34967
Ambiental;Ambiental;---;---;---;---;---;11043353;433952.26;4486997.79;34967
Ambiental;Ambiental;---;---;---;---;---;11043307;433839.65;4487045.79;34967
Ambiental;Ambiental;---;---;---;---;---;11043040;433776.58;4487336.63;34967
Ambiental;Ambiental;---;---;---;---;---;11043144;433817.61;4487265.19;34967
Ambiental;Ambiental;---;---;---;---;---;11043305;433845.15;4487033.04;34967
Ambiental;Ambiental;---;---;---;---;---;11043098;433866.07;4487295.82;34967
Ambiental;Ambiental;---;---;---;---;---;11043371;433897.19;4487019.27;34967
Ambiental;Ambiental;---;---;---;---;---;11043234;433758.15;4487212.1;34967
Ambiental;Ambiental;---;---;---;---;---;11043163;433804.17;4487315.8;34967
Ambiental;Ambiental;---;---;---;---;---;11043028;433802.53;4487395.75;34967
Ambiental;Ambiental;---;---;---;---;---;11043393;433884.78;4487011.15;34967
Ambiental;Ambiental;---;---;---;---;---;11043221;433837.15;4487181.35;34967
Ambiental;Ambiental;---;---;---;---;---;11043063;433746.4;4487291.7;34967
Ambiental;Ambiental;---;---;---;---;---;11043112;433874.99;4487338.4;34967
Ambiental;Ambiental;---;---;---;---;---;11043104;433902.76;4487283.32;34967
Ambiental;Ambiental;---;---;---;---;---;11043058;433803.56;4487361.02;34967
Ambiental;Ambiental;---;---;---;---;---;11043032;433831.89;4487405.54;34967
Ambiental;Ambiental;---;---;---;---;---;11043181;433886.33;4487190.02;34967
Ambiental;Ambiental;---;---;---;---;---;11043123;433892.24;4487223.86;34967
Ambiental;Ambiental;---;---;---;---;---;11043255;433929.86;4487077.34;34967
Ambiental;Ambiental;---;---;---;---;---;11043294;433852.25;4487113.92;34967
Ambiental;Ambiental;---;---;---;---;---;11043307;433839.65;4487045.79;34967
Ambiental;Ambiental;---;---;---;---;---;11043126;433895.34;4487252.43;34967
Ambiental;Ambiental;---;---;---;---;---;31023296;433765.74;4487160.02;34967
Ambiental;Ambiental;---;---;---;---;---;31023301;433749.81;4487189.98;34967
Ambiental;Ambiental;---;---;---;---;---;11043227;433788.85;4487167.19;34967
Ambiental;Ambiental;---;---;---;---;---;11043142;433811.93;4487275.87;34967
Ambiental;Ambiental;---;---;---;---;---;11043284;433874.22;4487097.03;34967
Ambiental;Ambiental;---;---;---;---;---;11043344;433953.14;4487055.87;34967
Ambiental;Ambiental;---;---;---;---;---;11043260;433956.42;4487102.38;34967
Ambiental;Ambiental;---;---;---;---;---;11043178;433880.91;4487205.88;34967
Ambiental;Ambiental;---;---;---;---;---;11043204;433791.24;4487281.11;34967
Ambiental;Ambiental;---;---;---;---;---;11043122;433894.05;4487219.31;34967
Ambiental;Ambiental;---;---;---;---;---;11043264;433950.74;4487126.35;34967
Ambiental;Ambiental;---;---;---;---;---;11043355;433959.01;4486987.49;34967
Ambiental;Ambiental;---;---;---;---;---;11043125;433888.32;4487235.49;34967
Ambiental;Ambiental;---;---;---;---;---;11043118;433903.22;4487196.74;34967
Ambiental;Ambiental;---;---;---;---;---;11043117;433844.67;4487357.34;34967
Ambiental;Ambiental;---;---;---;---;---;11043256;433946.36;4487072.41;34967
Ambiental;Ambiental;---;---;---;---;---;11043047;433753.09;4487371.71;34967
Ambiental;Ambiental;---;---;---;---;---;11043229;433784.11;4487179.09;34967
Ambiental;Ambiental;---;---;---;---;---;11043357;433964.52;4486978.64;34967
Ambiental;Ambiental;---;---;---;---;---;11043029;433809.44;4487409.51;34967
Ambiental;Ambiental;---;---;---;---;---;11043158;433835.14;4487307.44;34967
Ambiental;Ambiental;---;---;---;---;---;11043141;433808.52;4487282.31;34967
Ambiental;Ambiental;---;---;---;---;---;11043388;433858.12;4487002.04;34967
Ambiental;Ambiental;---;---;---;---;---;11043099;433869.56;4487280.61;34967
Ambiental;Ambiental;---;---;---;---;---;11043405;433929.32;4486929.37;34967
Ambiental;Ambiental;---;---;---;---;---;11043380;433885.8;4486951.73;34967
Ambiental;Ambiental;---;---;---;---;---;11043297;433851.77;4487092.06;34967
Ambiental;Ambiental;---;---;---;---;---;11043321;433819.09;4487130.18;34967
Ambiental;Ambiental;---;---;---;---;---;11043275;433912.6;4487067.78;34967
Ambiental;Ambiental;---;---;---;---;---;11043304;433859.99;4487036.13;34967
Ambiental;Ambiental;---;---;---;---;---;11043291;433883.82;4487140.65;34967
Ambiental;Ambiental;---;---;---;---;---;11043137;433918.63;4487191.08;34967
Ambiental;Ambiental;---;---;---;---;---;11043341;433953.63;4487030.17;34967
Ambiental;Ambiental;---;---;---;---;---;11043197;433772.19;4487244.0;34967
Ambiental;Ambiental;---;---;---;---;---;11043329;433990.05;4487030.03;34967
Ambiental;Ambiental;---;---;---;---;---;11043303;433866.02;4487038.67;34967
Ambiental;Ambiental;---;---;---;---;---;11043119;433901.64;4487200.86;34967
Ambiental;Ambiental;---;---;---;---;---;11043323;433841.33;4487138.72;34967
Ambiental;Ambiental;---;---;---;---;---;11043139;433803.46;4487292.44;34967
Ambiental;Ambiental;---;---;---;---;---;11043302;433865.69;4487053.71;34967
Ambiental;Ambiental;---;---;---;---;---;11043082;433748.29;4487350.64;34967
Ambiental;Ambiental;---;---;---;---;---;11043085;433757.47;4487336.9;34967
Ambiental;Ambiental;---;---;---;---;---;11043212;433812.46;4487231.96;34967
Ambiental;Ambiental;---;---;---;---;---;11043369;433903.55;4487008.8;34967
Ambiental;Ambiental;---;---;---;---;---;11043274;433910.36;4487072.93;34967
Ambiental;Ambiental;---;---;---;---;---;11043051;433765.22;4487395.89;34967
Ambiental;Ambiental;---;---;---;---;---;11043048;433750.4;4487376.06;34967
Ambiental;Ambiental;---;---;---;---;---;11043277;433898.71;4487052.22;34967
Ambiental;Ambiental;---;---;---;---;---;31009994;433803.57;4487258.42;34967
Ambiental;Ambiental;---;---;---;---;---;11043157;433837.54;4487302.8;34967
Ambiental;Ambiental;---;---;---;---;---;11043045;433759.76;4487361.72;34967
Ambiental;Ambiental;---;---;---;---;---;11043061;433800.32;4487333.06;34967
Ambiental;Ambiental;---;---;---;---;---;11043211;433810.98;4487243.76;34967
Ambiental;Ambiental;---;---;---;---;---;11043373;433910.72;4487038.02;34967
Ambiental;Ambiental;---;---;---;---;---;11043199;433766.24;4487254.63;34967
Ambiental;Ambiental;---;---;---;---;---;11043287;433867.25;4487116.18;34967
Ambiental;Ambiental;---;---;---;---;---;11043145;433819.88;4487260.89;34967
Ambiental;Ambiental;---;---;---;---;---;11043372;433904.74;4487035.48;34967
Ambiental;Ambiental;---;---;---;---;---;11043149;433849.44;4487247.81;34967
Ambiental;Ambiental;---;---;---;---;---;11043120;433898.65;4487207.63;34967
Ambiental;Ambiental;---;---;---;---;---;11043346;433929.02;4487032.71;34967
Ambiental;Ambiental;---;---;---;---;---;11043108;433889.75;4487310.75;34967
Ambiental;Ambiental;---;---;---;---;---;11043153;433849.25;4487280.03;34967
Ambiental;Ambiental;---;---;---;---;---;11043261;433955.45;4487106.65;34967
Ambiental;Ambiental;---;---;---;---;---;11043258;433959.04;4487090.52;34967
Ambiental;Ambiental;---;---;---;---;---;11043231;433779.45;4487190.16;34967
Ambiental;Ambiental;---;---;---;---;---;11043228;433786.08;4487174.43;34967
Ambiental;Ambiental;---;---;---;---;---;11043189;433799.36;4487186.86;34967
Ambiental;Ambiental;---;---;---;---;---;11043175;433873.48;4487224.35;34967
Ambiental;Ambiental;---;---;---;---;---;11043315;433825.23;4487095.18;34967
Ambiental;Ambiental;---;---;---;---;---;11043146;433823.44;4487254.79;34967
Ambiental;Ambiental;---;---;---;---;---;11043222;433839.07;4487175.71;34967
Ambiental;Ambiental;---;---;---;---;---;11043036;433840.42;4487374.43;34967
Ambiental;Ambiental;---;---;---;---;---;11043250;433923.55;4487104.69;34967
Ambiental;Ambiental;---;---;---;---;---;11043111;433881.62;4487326.44;34967
Ambiental;Ambiental;---;---;---;---;---;11043096;433860.7;4487305.97;34967
Ambiental;Ambiental;---;---;---;---;---;11043105;433900.61;4487288.08;34967
Ambiental;Ambiental;---;---;---;---;---;31009992;433894.39;4486994.3;34967
Ambiental;Ambiental;---;---;---;---;---;11043339;433960.38;4487019.7;34967
Ambiental;Ambiental;---;---;---;---;---;11043391;433867.03;4487019.8;34967
Ambiental;Ambiental;---;---;---;---;---;11043392;433873.4;4487022.52;34967
Ambiental;Ambiental;---;---;---;---;---;11043395;433890.46;4487000.9;34967
Ambiental;Ambiental;---;---;---;---;---;11043101;433874.02;4487271.37;34967
Ambiental;Ambiental;---;---;---;---;---;11043359;433958.32;4486956.26;34967
Ambiental;Ambiental;---;---;---;---;---;11043375;433903.14;4486927.48;34967
Ambiental;Ambiental;---;---;---;---;---;11043352;433948.74;4487003.15;34967
Ambiental;Ambiental;---;---;---;---;---;11043265;433949.82;4487131.18;34967
Ambiental;Ambiental;---;---;---;---;---;11043289;433865.8;4487128.05;34967
Ambiental;Ambiental;---;---;---;---;---;11043179;433882.48;4487201.39;34967
Ambiental;Ambiental;---;---;---;---;---;11043367;433915.51;4486996.98;34967
Ambiental;Ambiental;---;---;---;---;---;11043151;433854.32;4487269.56;34967
Ambiental;Ambiental;---;---;---;---;---;11043298;433853.38;4487084.47;34967
Ambiental;Ambiental;---;---;---;---;---;11043132;433925.79;4487225.79;34967
Ambiental;Ambiental;---;---;---;---;---;11043351;433945.5;4487008.09;34967
Ambiental;Ambiental;---;---;---;---;---;11043069;433728.83;4487324.48;34967
Ambiental;Ambiental;---;---;---;---;---;11043080;433741.73;4487360.98;34967
Ambiental;Ambiental;---;---;---;---;---;11043055;433793.72;4487376.13;34967
Ambiental;Ambiental;---;---;---;---;---;11043319;433821.17;4487117.07;34967
Ambiental;Ambiental;---;---;---;---;---;11043206;433797.6;4487269.72;34967
Ambiental;Ambiental;---;---;---;---;---;11043165;433853.45;4487183.48;34967
Ambiental;Ambiental;---;---;---;---;---;11043328;433987.41;4487033.91;34967
Ambiental;Ambiental;---;---;---;---;---;11043057;433800.04;4487366.68;34967
Ambiental;Ambiental;---;---;---;---;---;11043326;433980.63;4487044.08;34967
Ambiental;Ambiental;---;---;---;---;---;11043300;433862.36;4487065.09;34967
Ambiental;Ambiental;---;---;---;---;---;11043248;433920.91;4487116.74;34967
Ambiental;Ambiental;---;---;---;---;---;11043023;433818.9;4487371.26;34967
Ambiental;Ambiental;---;---;---;---;---;11043078;433734.39;4487371.76;34967
Ambiental;Ambiental;---;---;---;---;---;11043107;433895.41;4487298.94;34967
Ambiental;Ambiental;---;---;---;---;---;11043281;433876.08;4487072.65;34967
Ambiental;Ambiental;---;---;---;---;---;20146740;433831.08;4487065.02;34967
Ambiental;Ambiental;---;---;---;---;---;11043296;433850.85;4487096.37;34967
Ambiental;Ambiental;---;---;---;---;---;11043166;433850.83;4487189.13;34967
Ambiental;Ambiental;---;---;---;---;---;11043128;433917.25;4487247.85;34967
Ambiental;Ambiental;---;---;---;---;---;11043340;433956.69;4487025.42;34967
Ambiental;Ambiental;---;---;---;---;---;11043129;433919.03;4487242.85;34967
Ambiental;Ambiental;---;---;---;---;---;11043114;433868.41;4487349.78;34967
Ambiental;Ambiental;---;---;---;---;---;11043223;433840.88;4487170.91;34967
Ambiental;Ambiental;---;---;---;---;---;11043299;433854.23;4487080.45;34967
Ambiental;Ambiental;---;---;---;---;---;11043186;433805.8;4487169.68;34967
Ambiental;Ambiental;---;---;---;---;---;11043183;433871.99;4487170.83;34967
Ambiental;Ambiental;---;---;---;---;---;11043366;433918.56;4486992.34;34967
Ambiental;Ambiental;---;---;---;---;---;11043100;433871.85;4487275.88;34967
Ambiental;Ambiental;---;---;---;---;---;11043134;433929.91;4487213.44;34967
Ambiental;Ambiental;---;---;---;---;---;31010012;433843.73;4487290.84;34967
Ambiental;Ambiental;---;---;---;---;---;11043337;433966.94;4487009.51;34967
Ambiental;Ambiental;---;---;---;---;---;11043152;433851.38;4487275.85;34967
Ambiental;Ambiental;---;---;---;---;---;11043053;433786.49;4487386.61;34967
Ambiental;Ambiental;---;---;---;---;---;11043220;433835.45;4487185.8;34967
Ambiental;Ambiental;---;---;---;---;---;11043348;433934.66;4487024.63;34967
Ambiental;Ambiental;---;---;---;---;---;11043193;433786.16;4487215.43;34967
Ambiental;Ambiental;---;---;---;---;---;11043131;433923.07;4487233.07;34967
Ambiental;Ambiental;---;---;---;---;---;11043185;433808.2;4487164.6;34967
Ambiental;Ambiental;---;---;---;---;---;11043216;433826.45;4487208.5;34967
Ambiental;Ambiental;---;---;---;---;---;11072431;438095.72;4471899.92;34968
Ambiental;Ambiental;---;---;---;---;---;11072496;438089.48;4471968.8;34968
Ambiental;Ambiental;---;---;---;---;---;11072195;438074.93;4471767.54;34968
Ambiental;Ambiental;---;---;---;---;---;11071677;438357.05;4471954.84;34968
Ambiental;Ambiental;---;---;---;---;---;11072338;438028.54;4471860.03;34968
Ambiental;Ambiental;---;---;---;---;---;11072370;438157.38;4471736.61;34968
Ambiental;Ambiental;---;---;---;---;---;11072473;438049.5;4471780.91;34968
Ambiental;Ambiental;---;---;---;---;---;11072463;438015.04;4471905.59;34968
Ambiental;Ambiental;---;---;---;---;---;11071679;438353.31;4471963.8;34968
Ambiental;Ambiental;---;---;---;---;---;11072399;438179.42;4471889.01;34968
Ambiental;Ambiental;---;---;---;---;---;11071678;438354.64;4471960.58;34968
Ambiental;Ambiental;---;---;---;---;---;11072306;438217.5;4471830.99;34968
Ambiental;Ambiental;---;---;---;---;---;11072561;438226.18;4471928.79;34968
Ambiental;Ambiental;---;---;---;---;---;11072518;438055.63;4471872.76;34968
Ambiental;Ambiental;---;---;---;---;---;11072231;437986.84;4471774.71;34968
Ambiental;Ambiental;---;---;---;---;---;11072462;438020.81;4471904.36;34968
Ambiental;Ambiental;---;---;---;---;---;11072458;438042.31;4471899.77;34968
Ambiental;Ambiental;---;---;---;---;---;11072489;438078.34;4471916.47;34968
Ambiental;Ambiental;---;---;---;---;---;11072289;438012.44;4471811.98;34968
Ambiental;Ambiental;---;---;---;---;---;11071712;438293.01;4471879.29;34968
Ambiental;Ambiental;---;---;---;---;---;11071643;438266.15;4471836.15;34968
Ambiental;Ambiental;---;---;---;---;---;11072401;438181.75;4471900.02;34968
Ambiental;Ambiental;---;---;---;---;---;11072415;438227.04;4471878.73;34968
Ambiental;Ambiental;---;---;---;---;---;11072352;437923.49;4471780.28;34968
Ambiental;Ambiental;---;---;---;---;---;11072447;438206.5;4471867.44;34968
Ambiental;Ambiental;---;---;---;---;---;11072486;438071.83;4471886.23;34968
Ambiental;Ambiental;---;---;---;---;---;11072407;438166.65;4471892.05;34968
Ambiental;Ambiental;---;---;---;---;---;11071697;438298.03;4471915.98;34968
Ambiental;Ambiental;---;---;---;---;---;11072640;438095.08;4471827.15;34968
Ambiental;Ambiental;---;---;---;---;---;11071613;438326.17;4471979.91;34968
Ambiental;Ambiental;---;---;---;---;---;20021688;438250.57;4471960.92;34968
Ambiental;Ambiental;---;---;---;---;---;11072247;437986.5;4471926.75;34968
Ambiental;Ambiental;---;---;---;---;---;11072467;437992.52;4471910.38;34968
Ambiental;Ambiental;---;---;---;---;---;11072641;438096.72;4471834.86;34968
Ambiental;Ambiental;---;---;---;---;---;11072482;438064.12;4471849.23;34968
Ambiental;Ambiental;---;---;---;---;---;11072483;438068.53;4471870.43;34968
Ambiental;Ambiental;---;---;---;---;---;11072588;438137.14;4471934.18;34968
